1000000 100000
0 727436 671379
1 61121 678836
1 503839 929597
1 87124 119918
0 744041 531788
1 763883 754815
1 105884 941944
1 962001 683102
1 537592 68835
0 221859 979714
0 795556 844924
1 890772 368219
1 954273 715893
0 28357 406438
1 241804 66313
1 477924 456263
1 939301 253828
0 945473 593782
0 98819 36205
1 677528 974199
1 818019 707245
0 572443 277598
0 510669 341227
1 671458 258286
1 12808 258373
1 57172 123601
0 641497 434740
1 802998 144344
1 310 211402
1 714787 879191
0 378652 689849
1 948097 69294
0 378711 96676
0 125693 327750
1 605272 329299
0 758776 810828
0 909068 931120
1 991496 32066
1 590352 225501
1 525584 49579
0 528645 733355
0 854363 893124
1 784603 722295
0 496100 208980
0 925657 414673
0 38430 389473
1 26261 604012
0 923897 401578
0 376399 878286
1 807529 726273
1 892273 259742
0 751725 720030
0 314476 905729
0 772201 499019
0 671605 81980
1 731629 35247
0 215106 667469
1 403056 352727
0 65490 614125
0 673230 590692
1 903205 57758
0 600498 177703
1 672864 799649
1 889897 318410
1 468892 984348
1 404060 327895
1 110511 670074
1 120425 809946
0 906246 838340
0 742345 837717
0 286204 350822
0 254330 231522
0 539932 779193
0 958801 623854
0 209154 829751
1 32981 827263
1 58133 579886
1 751805 667780
0 297611 85107
0 168378 29524
1 485378 392701
1 909280 667981
1 685263 454060
0 858204 815193
1 440971 775263
1 545334 893344
0 403072 56727
1 952826 370638
1 43563 738922
1 297362 632409
0 306198 564922
1 881561 831240
0 417523 960539
1 803807 520713
1 436465 768549
1 292120 708808
0 488771 299723
0 243824 253766
1 853645 569779
0 785863 734981
0 267169 744394
0 473685 258319
1 59706 423217
0 783963 11560
0 788976 863018
1 715219 234534
0 106188 99303
1 672258 505569
0 376080 455967
1 806757 997825
1 406599 697723
0 175571 739822
0 852664 922919
0 926778 962714
1 196092 112872
1 842491 43864
0 875358 135446
0 272879 180410
0 654248 33606
1 963255 288965
1 344964 661532
0 391213 578027
0 703344 787133
0 904257 931824
1 127700 689704
1 416495 790124
1 997859 10800
0 197271 368033
0 32878 319978
1 723989 444788
0 10712 381700
1 513366 585638
0 991290 211016
1 711689 251572
0 322289 430027
1 271909 386242
0 353347 390279
0 380087 894592
1 342942 342358
1 395265 846961
1 447037 53433
1 524642 877962
1 431323 445657
0 672288 236832
1 525683 827877
0 107443 566050
0 484639 40896
1 602519 90599
0 905853 127240
1 26131 595358
0 469718 650110
1 256798 783566
1 416633 714678
1 981418 578857
1 69555 3168
1 808919 435176
1 356742 687686
1 160789 120210
0 777961 914294
1 886704 893796
1 611416 453760
1 478999 573575
1 827857 3203
0 250775 623026
0 412055 625586
0 223084 469369
0 415278 800833
0 431191 789518
0 12599 627728
0 129327 233276
0 956136 911371
1 524563 391346
0 553078 799587
1 557353 398531
0 877826 314315
1 347540 936351
1 144345 43783
1 196797 915946
1 505591 255399
0 361460 615449
1 761804 185033
0 25149 610931
1 16478 599460
0 235937 196010
1 42434 852446
1 972500 291064
1 993632 887944
0 995024 968084
0 250690 30878
0 56383 781188
0 786223 634305
0 492661 627031
0 220896 126960
1 667279 202373
0 920696 963156
1 940335 632359
0 235484 656615
0 960409 605578
1 801932 315822
0 779238 921799
0 560908 398682
0 200791 29364
1 68221 494225
1 382440 905330
0 828857 238701
1 90134 919916
0 570942 354905
0 368842 901877
0 353104 202807
0 870631 625697
0 952574 574449
0 650483 504885
1 614951 278658
0 345563 451709
0 644564 414027
1 676164 992068
1 381951 9798
0 170695 665590
1 401051 926061
1 281798 784106
1 577712 242949
0 819233 307463
0 44311 735835
0 608558 707695
1 983449 594951
1 613547 444191
1 735089 788627
0 957361 677823
0 891394 659708
1 445881 241044
1 974521 176017
1 99220 877888
0 229491 947296
1 643703 524433
0 855682 959144
1 567414 536045
0 711378 86934
1 15109 797241
1 829572 217960
0 88071 23310
0 568953 92833
0 73007 368132
1 164174 840704
0 306494 959495
1 832444 370453
1 311288 777313
1 624950 434197
0 818634 363244
1 87344 573071
0 332183 137528
1 28502 207714
1 297958 555638
0 472263 699252
0 305226 227518
1 2548 987382
1 354630 544672
0 300210 828791
1 205358 784638
1 95835 933423
0 605156 492982
0 723192 73689
0 604751 717531
0 369455 23609
1 133228 874577
0 983936 6093
0 980939 496955
0 465492 585143
1 931656 363376
0 803863 436100
1 400265 234219
1 768045 693624
1 270820 826592
0 655854 34478
1 863834 915057
1 546546 250705
0 15764 307196
0 186107 71713
0 173480 284931
1 321340 879828
1 360742 185025
0 229737 323205
0 389396 374695
0 308319 940753
0 937396 340870
1 524792 807714
1 345651 518288
1 557450 412562
1 864691 829399
0 624673 210383
1 588551 951895
1 941460 804928
0 888528 843976
0 581636 645165
1 462611 864285
1 633157 38654
1 220666 751939
0 526095 954625
0 230608 471975
1 225673 787188
0 329262 585261
0 323021 95677
0 893630 886409
1 87992 846316
0 153544 181732
0 302854 646341
1 480447 552616
1 96425 445100
1 407777 869724
1 370256 949978
1 447523 912299
1 275714 490013
1 307113 247154
0 260317 560902
0 462976 175345
0 71059 421935
1 209522 824077
1 497473 759298
0 812608 349325
1 662881 705688
1 778530 651830
1 729386 727915
1 491829 877010
0 20735 358210
0 794343 866594
1 296176 35240
0 138525 213354
1 32606 417349
0 816732 967581
1 336583 163624
0 1166 239631
0 74300 821980
1 266026 417040
1 948899 115376
0 444897 950909
1 871053 967478
0 363802 93760
1 506227 519291
1 469410 165070
0 292193 179488
1 788076 128555
1 351634 612483
1 110062 391222
0 866706 920851
0 735149 932164
0 654568 750808
1 649357 796116
1 477654 591784
1 557663 678445
0 598679 804488
0 97260 1469
1 384166 647152
0 11262 870708
1 30008 711402
0 167437 909901
0 647225 305163
0 848085 107219
0 891253 215305
0 119891 799306
0 635942 162993
0 174729 472331
1 824948 736702
1 975144 866700
1 563386 477643
1 489967 91572
1 760163 304853
0 776708 174525
0 184724 761023
1 882214 854430
1 910826 485482
1 518915 506752
1 625253 649186
1 202999 660509
0 854576 603284
1 398344 865797
0 444416 647499
1 109630 496374
1 237402 556220
1 745624 696327
0 611045 891634
1 646380 477882
0 748492 824
1 821811 942124
0 213593 20242
0 878050 231628
0 600577 234455
1 841184 567990
0 969496 96001
1 621536 702434
0 189417 399929
1 644638 659788
1 632068 126899
1 601008 227823
0 272357 48005
0 610897 735740
1 537677 142189
1 162515 308011
0 495944 339106
1 568535 61273
1 611999 108259
1 659170 392354
1 549157 215167
0 310531 939827
0 450897 856968
1 124185 563493
0 674333 600450
1 660483 343849
1 618495 109929
0 502154 983127
0 117933 829405
1 749578 34641
0 709174 343518
0 88450 774213
1 589068 540810
0 575944 59413
0 161653 53216
1 244901 921752
1 154224 536346
0 589132 295040
0 31549 798455
0 719338 693982
0 673229 478118
0 941871 995454
0 784661 702452
1 852983 680374
0 342260 482782
1 639015 506504
1 805885 333586
0 448903 996668
1 97057 560185
1 185876 425877
1 652565 112608
1 753305 463811
0 832464 45000
0 611928 340140
0 528717 33994
1 100750 161816
1 622736 937082
0 363120 768702
1 864402 304667
1 597361 880403
1 350501 805945
0 396505 771031
0 508236 268046
0 473730 446723
1 243951 736612
1 480828 372881
0 541267 323346
1 420528 993950
1 226283 731918
0 854433 13024
0 930267 709187
0 554205 770365
0 802315 342123
1 716349 456773
0 531800 241192
0 457379 256921
1 368027 109494
1 954376 424874
0 812955 410577
1 763463 434931
0 555892 558749
1 736054 878098
0 236373 720341
1 365944 37792
1 234030 673581
0 55122 133791
0 105021 297422
0 233439 201124
0 647616 101829
0 543547 30146
1 507397 693058
1 450200 230850
1 351234 858054
0 814736 28076
1 211449 520643
1 620294 576765
1 771999 629966
0 902162 216968
0 817481 633510
0 369990 315939
0 29865 58175
1 326071 711989
1 152177 680698
0 543936 456932
0 794309 893555
1 972101 363047
0 404090 1426
0 818396 733773
0 797576 158838
0 532747 656777
1 701741 941925
0 881647 954529
1 641434 728897
1 45639 87825
1 168885 188022
0 715113 389752
0 38812 984418
1 78255 536847
0 809813 408179
0 191674 189237
1 868340 25505
0 287863 173823
1 464087 41336
0 10922 448483
1 427010 751093
1 478917 177904
1 114719 175786
0 202078 925921
1 979163 183500
1 360709 290295
0 772424 791189
1 696270 909279
1 139976 199747
1 281717 429344
1 409799 933866
0 757250 626014
1 622980 25920
1 310859 163786
1 834167 678295
1 334703 376586
1 922335 122606
1 661567 490919
1 161779 556859
0 508140 795601
1 469225 455608
0 551425 497195
0 903888 294231
1 701017 630332
0 365168 373958
0 429272 820250
1 446815 865059
0 892727 459235
1 545603 435970
0 699645 106835
1 308320 93132
1 90323 624540
1 503220 512179
1 737120 892584
0 998665 535249
1 319391 460796
1 122011 720769
1 507147 810415
1 997136 794389
1 691668 596025
0 976450 41146
0 955767 726685
0 918910 277025
1 564282 141963
0 359596 46103
1 727758 814454
0 257421 692546
0 531102 445938
1 158298 476731
1 757069 478638
1 334360 186457
1 789065 788876
1 851682 177327
0 733148 835262
0 913200 589962
0 337952 148384
0 316040 314617
1 657584 302783
1 623163 228312
1 757417 605312
1 294305 818278
0 942874 517093
0 156072 87482
0 429209 325225
1 354234 280994
0 730446 185368
0 229903 980043
0 969978 259521
1 552601 628392
0 971763 111202
0 123068 405453
1 694167 78767
1 456286 791744
0 765866 667283
0 559245 914245
1 450331 257797
1 869095 342433
0 164797 550434
0 321247 962016
0 216067 339295
1 14412 749232
0 446417 87846
0 69337 451513
0 681457 97074
1 76145 689866
0 871782 791989
0 831579 822986
1 243375 60549
1 269755 444876
1 453934 964713
0 623848 237385
1 83064 673587
1 144825 906532
1 685190 332248
1 137155 509899
1 325230 667387
1 715895 570388
1 709852 760555
0 15925 871203
1 370614 886588
0 602916 745947
0 969570 694464
1 773892 777462
1 265776 289017
0 234896 13149
1 772141 540028
0 467706 386162
0 287613 438855
1 801982 497503
1 355656 442269
1 325972 106699
0 282449 304285
1 717296 657785
1 993460 423375
0 347486 19707
1 526005 56329
0 447371 905462
1 147444 984827
0 512583 68326
1 303043 815518
1 964557 249951
1 30980 400035
0 947784 592500
1 76744 616380
0 180974 216751
0 546843 676523
0 431021 806361
1 544159 281657
1 588714 761873
1 964984 630287
0 701254 953470
1 433934 452398
1 164235 345929
0 161785 156975
0 339396 686540
0 936179 820089
0 383784 698482
0 911765 109729
0 370371 157701
1 799339 100634
0 464713 831505
0 800266 512669
0 250017 156967
0 342130 932126
0 528957 535376
0 9628 875726
1 649330 216898
0 917008 815954
0 115204 620425
0 439021 560754
1 437835 287697
1 421778 900224
1 610825 89318
0 54867 326122
0 470125 259435
0 536003 194124
0 548435 696572
0 814712 941552
1 831193 783195
1 43871 707814
0 706846 822
0 674353 899782
0 429438 721665
1 235852 119433
0 267056 390154
0 31163 155720
0 109745 665695
0 582248 974725
1 830175 71375
0 740438 503918
0 70574 509990
1 894414 386726
1 398147 659451
0 746236 691159
0 155066 698338
1 928533 904611
1 52203 253924
1 349028 792957
1 797831 488329
1 721583 551361
1 52216 194692
0 239914 98187
0 919956 898608
1 470243 209417
0 938013 619434
0 676671 223373
0 32766 647300
0 792355 525947
0 967354 817165
0 101067 65133
1 376108 471074
0 122597 174484
1 328906 777028
1 20460 34970
1 520801 123838
1 85786 180344
0 480230 749760
1 321540 28423
0 987628 299980
0 96632 55077
1 141520 81423
0 48415 109222
0 981880 397491
1 949771 139117
1 265678 948053
0 195904 527087
1 11614 617095
0 224765 397132
1 216153 591728
1 676409 645532
0 683729 182964
0 670498 543499
0 252333 762868
1 116381 815661
0 964103 710371
0 549641 159500
1 414519 382374
1 694245 233826
1 889552 436084
1 179301 418120
0 144722 345449
0 290556 673186
1 775725 355766
0 991126 769475
1 31602 265363
0 944542 887754
0 160031 837291
0 744453 48171
0 76899 446330
0 990658 52553
1 854188 903704
1 361044 558645
1 28496 75912
1 180612 446199
1 899589 146211
1 67697 497964
1 84165 617502
0 673615 409253
0 328007 417960
1 777704 710859
1 76573 422634
1 160037 643235
0 660630 659674
0 681513 835730
1 254576 668960
1 486454 686694
0 852974 425202
0 36793 443876
1 128882 956825
1 178858 295500
0 761474 79235
1 485563 229505
1 400583 980989
1 155216 143025
0 666815 679435
0 69114 332101
1 356192 447105
0 52128 595533
0 602437 670719
1 498613 297251
0 738011 768563
1 477403 178564
0 676818 855233
1 85899 817310
0 642413 727639
0 741155 916060
1 603166 752913
1 189751 832353
0 603316 672503
1 469570 997300
0 884681 458236
0 96753 866461
1 235345 294171
0 759300 617237
1 635319 259107
1 998029 296082
1 440479 912799
0 793052 404868
0 776732 688967
1 788052 194116
1 490935 636107
0 8671 782228
0 945837 764074
1 822963 176530
0 846235 94030
0 145627 161640
1 44931 826320
0 101263 616958
0 737805 458236
1 488705 6506
1 890077 169189
0 108563 113343
1 432573 769721
1 37801 358866
1 973446 923146
0 780342 522790
1 684812 266990
1 639971 808509
0 315770 840621
1 261213 988671
0 932509 473558
0 639030 277061
0 47505 821462
1 681343 422860
0 302257 967220
1 457990 402390
1 543522 248095
1 264279 121769
0 56016 696800
0 432026 65448
0 763539 38331
1 29040 533758
1 602675 281109
1 260224 320381
0 428698 322014
1 880929 428413
1 395053 189107
1 492759 579530
1 181909 660725
0 563849 240846
1 329422 294540
1 402127 957280
1 588198 11093
0 160426 472909
1 648932 220354
1 524547 371248
1 383884 507030
1 233837 59482
0 943981 594487
0 145831 710230
1 690011 821970
0 656337 380990
0 754990 959286
1 769349 602866
0 245306 468397
1 630338 996417
0 469641 555003
1 479987 267431
1 786246 688507
1 551809 160099
1 909273 601886
1 18308 272077
0 38127 292271
0 433849 469807
1 303799 728987
1 626896 359244
1 693091 171681
0 796396 375589
0 536272 939774
0 430028 230226
0 725028 209034
1 984139 314352
1 453775 990668
1 847542 82798
1 642039 329553
1 232420 782086
1 555375 475992
0 926245 523616
1 380728 415885
1 608560 858363
0 562456 494723
0 125830 549622
0 207649 553874
1 284984 90758
0 311685 916900
0 300249 707320
1 938262 494309
0 969231 178328
1 233135 578629
0 809274 622968
0 689691 745889
1 917021 967089
0 629960 248550
1 207168 116693
1 199701 482499
1 171044 608094
1 49747 410327
0 154875 491416
0 885453 949322
0 40108 687809
0 190371 951496
0 423077 324991
0 814437 705560
1 644105 493100
1 55287 691978
1 211921 338669
0 157555 583832
0 792301 364235
1 806234 842407
1 99367 907611
1 264712 845464
0 844143 349336
1 585024 922378
1 754924 978474
1 375207 944981
1 427893 407734
1 696250 42235
1 783879 338048
0 63269 994358
1 651939 510728
1 440153 52661
0 922559 134003
1 387639 625349
0 435343 539381
1 702830 565951
1 707748 390278
0 702772 516888
1 21929 902035
0 226867 256854
0 476061 368380
1 204188 815158
0 649533 91229
0 602926 566319
0 490590 639895
1 537990 989120
0 771980 10330
1 632720 761822
1 294584 890960
1 865424 827554
0 516164 118577
1 132122 964099
1 515349 829208
0 115108 737490
1 274633 147823
0 241486 794878
0 144461 234280
1 890921 164070
0 672947 910368
0 621893 214396
1 402923 951786
0 963542 241459
0 743271 423812
1 407142 393811
0 755275 765604
0 976738 245472
0 613589 571735
0 533616 594685
0 46278 933656
0 854759 731753
1 292997 456825
0 319376 892792
0 101839 311960
1 740168 150742
1 665990 78430
0 73102 122017
1 91147 126862
0 506411 686226
0 497213 434633
1 540411 664687
0 559949 539381
1 354326 839339
1 4719 653459
1 377074 319313
1 691517 499044
0 429675 501194
1 995652 910144
0 387850 637760
1 773480 580736
0 801382 496517
1 357413 7029
0 365920 425821
0 435285 261070
1 745592 176233
0 104411 305241
1 145788 314291
0 331900 301753
0 744498 821291
0 599093 511574
0 75586 931397
1 173811 943124
0 229484 720703
1 528515 292505
1 872319 282621
0 957751 405460
0 808736 193214
0 857406 236937
0 568560 650839
0 736416 467957
1 331474 353053
1 496073 392114
1 564579 487347
0 537987 179446
0 888214 349368
1 972197 469326
0 456895 652641
1 262419 323508
0 432044 899953
0 966467 800773
1 434682 658391
1 418095 438021
0 779054 919355
1 540235 399642
0 878843 694412
0 31253 877034
1 758690 960596
1 792563 189679
1 626633 917483
1 370568 513069
1 431793 415519
1 217877 371942
1 3062 137336
0 362494 439691
1 610006 842136
0 242104 487337
0 519993 379423
0 597908 50552
0 218477 863389
1 931934 236133
0 529574 185365
0 561865 864610
1 121398 967435
0 385406 144233
0 41200 824375
0 3195 514548
1 151363 118735
1 785866 384960
1 700896 797064
1 247582 677099
1 944320 985678
1 286950 939492
0 269213 698304
1 998472 709506
0 43915 936499
1 389626 208014
1 694928 990951
0 673982 264456
0 315542 470563
0 868266 560513
1 851970 455788
1 508147 481467
0 900220 545887
0 586581 303888
0 673760 695881
0 651049 464790
1 229038 168861
1 635586 526097
1 898384 407818
0 672952 304942
1 747875 935442
0 239945 724576
0 101036 599189
0 774021 458285
0 257252 751791
1 718694 787631
1 27201 388899
0 435917 460588
1 718660 542105
0 825199 627002
0 259985 335380
0 376334 372645
0 537930 140341
0 64080 435630
0 198232 739056
1 543458 778923
1 450148 376327
0 477900 157834
1 593225 900239
0 308616 911406
1 842565 982441
0 405023 399596
1 261502 51802
0 260595 875444
1 668480 418106
1 41167 926730
0 13485 392197
1 8858 900270
0 357665 238597
1 894417 677650
1 352328 40819
0 101279 46543
0 530728 1097
0 25773 565747
1 876713 578460
1 760631 373702
0 535292 842823
0 306332 763483
0 750060 445710
0 468370 999176
1 255055 820187
0 125546 196352
0 581011 896048
0 368534 499138
1 390353 606848
0 743074 948382
1 700948 58711
1 460916 792047
0 174372 712712
1 967561 868215
1 52161 508188
0 183338 193475
0 768674 791857
0 658755 70719
0 566970 25234
1 490483 253945
1 372430 926499
0 804762 971609
0 252427 932365
1 844490 340077
0 37673 359712
0 30537 748499
1 52914 280621
1 497697 870339
0 195290 561557
0 893211 651244
1 438847 108082
1 627688 297220
1 958352 753905
1 6207 88189
0 436678 541265
1 808719 11447
1 859508 74432
1 791729 563070
1 937252 425575
1 59753 774692
1 247721 211253
0 512368 803367
1 190469 954018
0 178567 418358
0 376266 63018
1 199403 398524
0 163992 546345
0 622714 295190
0 410019 352483
0 336450 382267
0 81744 778072
0 61087 243609
1 583570 198611
1 996452 479675
1 509247 447587
1 658653 622809
0 705989 378917
1 936468 327788
0 534426 698956
0 665571 964991
0 765017 608894
1 991020 397748
0 749368 287539
0 721288 700928
1 127903 281544
0 339720 47065
1 351482 755507
0 18180 955293
1 815956 620317
1 80957 830403
1 577138 641476
0 727320 233419
1 590412 727679
1 388748 435431
0 840845 288767
1 536571 379840
0 650899 329570
0 633258 343411
1 40511 436998
1 645096 234987
0 699899 553453
0 333994 614949
0 592149 86609
1 254812 662259
0 750555 11761
0 785435 255068
0 400558 599153
0 284304 229940
1 889906 587020
0 754825 863413
1 739490 263691
0 668174 417819
1 971951 113214
0 308666 921381
1 58855 25511
0 944834 13360
1 584648 631226
1 998351 310270
0 826266 162863
1 992062 348203
1 325280 890150
0 773942 719263
1 636988 652260
0 456639 61652
0 649833 390979
1 528309 592395
1 319753 862564
1 490936 528322
0 872428 599553
1 328870 55123
1 192393 259144
0 885329 381386
0 612972 44030
0 773179 604746
0 482089 44531
0 450587 523443
0 380840 83266
1 963908 990424
0 459535 733103
0 388770 125753
1 499158 54590
0 463417 431677
1 993570 484877
1 581630 12336
0 935245 30455
0 785952 441530
0 802778 390905
1 407728 570333
0 921206 24988
1 461819 186200
0 276672 88813
0 502955 546092
0 777771 191406
1 379387 520515
1 560824 571894
1 109219 698713
0 817099 983441
1 298126 443389
1 325592 587619
1 526213 93988
0 565529 527650
0 203608 833237
0 705528 325223
1 725802 777056
1 54894 492783
0 967142 825565
1 365293 809143
1 642309 854976
0 150329 599115
0 322311 94805
1 814963 322217
0 499219 831807
1 170976 549081
1 336170 810393
0 487706 34008
1 444750 688114
1 962857 298601
0 556124 165530
1 326344 993508
1 478301 247936
0 36047 818663
1 944332 837147
1 100139 162805
0 190906 460465
1 49509 847645
1 832426 773844
0 305904 788913
0 75718 710059
0 601812 268440
1 326688 15515
0 774049 391879
0 229255 955811
1 270632 938045
1 749388 801500
0 435303 187974
1 716972 690674
0 911045 848911
1 913382 128286
1 438240 459682
1 19903 859850
0 193020 337481
1 5234 275576
0 530131 633116
1 668524 988669
0 776469 272230
0 990257 981320
1 630729 453546
1 162379 800368
1 410416 198571
0 803811 290430
1 456482 844933
1 957315 890670
1 597565 372905
1 310586 300075
1 978779 116755
0 184194 302672
1 690771 552007
0 741644 750774
1 44831 787508
1 713 667531
1 351270 485826
0 552391 778978
0 138839 8067
0 339121 318665
1 610056 31678
1 322553 393300
1 723531 524109
1 901406 619278
0 570392 291791
0 609166 149414
0 417131 304808
1 610923 997030
0 998551 192767
0 58920 935141
1 154707 573231
0 951390 669285
1 770202 249695
0 317641 720433
1 400410 105332
1 32561 471627
0 145407 194747
0 418772 702614
1 254892 754083
0 594675 656812
0 621952 43062
0 144529 519835
1 22349 903870
1 136787 930897
0 798173 589897
1 205617 685063
0 573277 955453
1 83171 470471
0 144899 920692
0 388111 56578
0 994324 379367
1 222758 835798
1 345744 343991
1 591521 676434
1 406134 94279
0 641393 897111
0 781529 368423
1 331532 771874
1 456412 146002
1 730447 832535
0 442660 529914
1 655513 654181
1 995919 457058
1 385782 348840
0 128747 835964
0 98311 378828
1 390950 68566
1 565496 502296
1 949825 822346
1 871389 321768
1 495418 676552
0 270678 155748
1 398354 624715
1 949784 503242
0 533952 760520
0 980413 271398
1 517613 247
0 24346 446649
0 968087 645143
1 607899 84979
1 678628 431545
0 137943 237156
1 940615 693729
0 819299 610134
0 527113 472654
0 593593 580577
1 365362 696634
1 231444 580854
1 861766 476724
0 853489 870429
0 849976 853697
0 812022 820995
0 774114 342949
0 766364 297828
1 51994 372966
1 995978 978745
0 928357 90225
0 813283 674164
1 15983 178394
0 433588 71740
1 643125 567394
0 178731 296002
0 379542 363356
0 759600 557926
1 363331 611268
0 343538 232977
0 584257 364058
0 591754 127103
1 270194 204958
1 14998 840550
0 792899 225507
0 266081 659132
0 117012 794181
1 744790 772810
1 632816 790150
0 88444 247628
1 186337 775923
0 825684 157647
0 165922 845324
0 940469 777221
0 214062 821116
1 881813 400984
0 545003 75695
0 211810 521453
1 272390 663650
0 173795 37961
1 388182 75783
1 768587 511735
1 112099 564957
1 227605 509112
0 75585 717206
0 903642 702245
0 12861 654528
0 188527 725582
1 225682 451828
0 375814 76410
0 107953 21181
1 616614 469986
0 444583 317122
1 335921 926332
1 282465 825199
0 13420 706340
0 196723 269817
1 811664 691196
0 136839 835088
0 50012 597004
0 872715 199053
0 632838 64093
1 974445 238337
0 510824 607104
0 548913 405959
0 356548 484928
1 765098 558833
1 989976 677457
0 34836 134621
0 368802 844169
1 499233 40540
0 345646 243928
1 230409 63264
1 80217 266464
0 643033 622458
1 968627 992106
1 124140 720122
1 710934 274658
1 283399 935411
1 782478 622624
1 473563 183570
0 936503 107234
0 236666 879655
1 432226 451590
1 724975 231415
1 791684 395733
1 623425 815732
1 718161 324052
0 174309 25299
0 300483 919669
0 820370 972123
0 212628 873020
1 303065 316044
0 52693 245095
0 364970 365189
0 633468 418273
1 607962 936559
0 537146 194960
0 161428 741114
1 789758 67123
0 15603 558795
0 321462 600100
0 565755 883700
0 872540 304625
0 37368 198871
1 510030 282791
1 57260 295612
1 943569 961947
0 892874 18160
1 103550 234733
0 115701 374805
1 973093 697195
1 951945 77459
0 910407 782048
1 301439 972917
1 296404 909795
0 548081 589112
0 801766 968462
0 405102 121449
1 360436 81690
0 683460 543661
0 619423 912586
1 474759 912487
1 371027 144090
0 570465 100531
0 995690 555323
1 690386 39299
1 55144 64535
0 961231 891365
0 977235 953139
0 573586 97277
1 451283 689214
0 755616 66345
0 709053 609795
0 573111 846440
1 372526 196235
1 364360 511305
0 314309 347667
0 710159 863109
1 949908 724140
0 908690 965607
1 53380 782259
1 172458 629588
1 562960 819407
1 524253 563172
1 694754 497434
1 941340 111124
1 47271 753187
1 518898 806797
1 786121 484413
1 651876 445622
1 688580 179450
0 705974 753822
1 590213 12971
0 851711 563698
1 428574 452553
0 793219 836360
0 364194 608487
1 569812 625895
1 295004 663690
1 314121 294130
1 51861 915642
1 301553 976150
0 324795 583086
1 396894 697313
1 288907 176380
0 667469 957642
0 327830 943690
1 854693 521095
1 302270 938743
0 362671 749614
0 110439 479086
1 362957 710133
1 173244 334229
1 95179 885596
0 754329 588703
1 751942 324852
1 650643 893121
0 913904 440055
0 44412 757760
1 676427 55516
1 472028 352358
0 358797 452783
1 520815 355310
1 666611 195997
0 142304 372949
0 581733 591895
1 986891 149006
0 489277 202038
0 744743 944459
0 968936 130903
1 832577 84123
0 110894 674617
0 601884 457095
1 822775 445110
1 547589 719062
0 135398 544469
1 587777 113385
1 447436 542758
0 801207 4779
0 905745 587463
1 912056 951550
0 855727 261756
0 966289 809808
0 253400 560283
1 730473 544321
1 782235 48705
0 165127 23386
1 36006 710125
1 613925 439397
0 246186 975490
1 688408 262960
0 632115 378528
0 696541 129825
0 552048 66381
1 924209 511704
1 233531 138271
1 557034 16909
0 786841 472607
0 686722 346669
0 733014 897136
1 825334 777935
0 598803 360985
1 802907 23635
1 3490 454431
0 130962 136818
0 608279 670765
0 437118 208988
1 799116 14659
1 445247 949507
1 447025 976414
0 92087 882084
0 570533 209462
0 921247 771891
1 273941 895421
0 591190 4265
0 316846 863154
1 112524 532359
0 681361 854273
0 313228 819285
0 407698 779205
0 578396 290508
1 501172 984774
1 575849 626097
0 56688 794386
0 662851 181599
1 822629 42916
0 549469 126296
1 590948 730148
1 368119 533339
1 730181 537253
1 297081 904897
1 678635 8980
1 330949 588950
1 987271 246868
1 398214 352667
0 772044 243114
1 711964 369775
1 100776 298906
1 396403 137514
0 849618 773803
0 775013 710671
1 302794 591140
1 371452 570832
1 349533 881435
0 287159 929966
0 687245 819544
0 284083 857007
1 21204 688515
1 223707 630541
0 544301 956
1 526051 96000
0 244026 813176
0 288222 526960
1 320057 79209
1 594965 430962
0 121616 914398
0 289686 339877
0 722819 871380
1 146321 91337
0 12333 119256
1 114885 120150
0 221768 761040
1 17091 69898
0 65587 906652
0 426427 14410
0 115826 180934
0 69720 778923
0 232943 873488
0 828199 833141
1 767010 958005
0 786661 401541
1 526879 815864
1 942418 930505
0 627697 481468
0 706296 860204
0 91954 797697
1 556277 964153
1 772002 246603
1 845507 838769
1 265062 73130
0 617894 124956
0 891657 415570
0 611195 261549
1 40633 51758
1 172632 960501
1 34977 385849
0 935737 410291
0 62105 974015
1 569557 851569
0 797577 887304
1 324878 757433
1 65280 248570
0 40761 790525
1 708637 63104
0 341583 141126
1 409971 482616
1 334292 614179
1 179419 716135
0 927822 141538
0 912602 220242
0 765673 625867
0 381835 160893
0 995993 302140
1 139464 818170
1 700307 982896
0 317595 607550
1 111373 313748
0 936199 59716
0 575946 2303
0 602269 116106
1 326621 584914
1 279008 412095
1 718102 381163
1 205585 294636
0 111014 706829
0 975537 736421
1 293337 628374
1 916395 785241
1 699897 86300
0 513127 197916
0 295791 127841
1 852290 926576
1 207987 419201
1 485353 445368
0 45298 256361
1 310391 336252
1 713095 664888
1 226655 368097
0 817648 262520
1 278474 46907
1 442990 736150
0 175541 180712
0 464250 147279
1 259307 637879
0 158322 789728
0 115838 302449
0 128322 410548
0 571408 685530
1 446551 586064
0 604564 442601
0 203752 762919
1 514167 10197
1 750151 674779
1 267696 571539
0 706839 539685
1 188864 212501
1 664275 290955
0 434384 755426
1 908265 494952
0 680494 407554
1 570222 150057
1 670524 506219
1 710104 147381
1 829410 256017
1 48311 296274
0 734675 752090
1 730434 286909
1 370867 722279
0 370090 489797
1 869666 223445
0 379532 371349
0 682732 204003
0 717223 656488
0 367288 167689
0 101670 251593
0 896373 837585
1 281445 57550
0 543882 232264
0 704935 363352
0 688466 109934
1 135334 801544
1 400217 656208
0 549183 800441
0 96170 736238
0 750991 523635
1 28676 569228
0 951504 884447
1 755346 908405
0 370082 854769
0 130612 30501
